PHENO,V(G),SE(V(G)),V(e),SE(V(e),Vp,SE(vp),V(G)_to_Vp,SE(V(G)_to_Vp),logL,logL0,LRT,df,Pval,n
211_Collagen.Type.V._COL5A2_.140kDa,0.000001,1.205572,0.505472,1.213939,0.505473,0.102495,0.000001,2.385039,-9.599,-9.598,0.000,1,0.5,50
212_Collagen.Type.V._COL5A2_.220kDa,0.000001,1.726871,1.027214,1.760636,1.027215,0.211108,0.000001,1.681120,-26.508,-26.508,0.000,1,0.5,49
213_CRKL,0.000000,0.609010,0.319232,0.614460,0.319233,0.063382,0.000001,1.907730,1.744,1.744,0.000,1,0.5,52
214_p-EF2k_S366_,0.000001,0.654585,0.572898,0.651101,0.572899,0.111754,0.000001,1.142584,-14.143,-14.136,0.000,1,0.5,53
215_p-4E-BP1._S65_,0.644867,1.390473,0.000001,1.407925,0.644868,0.128954,0.999999,2.183277,-17.061,-17.413,0.704,1,0.2007,51
216_p-4E-BP1._T37-46_.10kDa,0.148034,0.381438,0.000000,0.384589,0.148034,0.029044,0.999999,2.597972,20.909,20.718,0.382,1,0.2684,53
217_p-4E-BP1._T37-46_.50kDa,0.882166,1.724314,0.000001,1.718798,0.882167,0.188037,0.999999,1.948382,-21.343,-21.383,0.079,1,0.3891,45
218_ERBB2,0.708865,1.025186,0.000001,1.016602,0.708865,0.143209,0.999999,1.434125,-18.239,-18.396,0.314,1,0.2876,50
219_p-FoxO1._S319_-FoxO4._S262_,0.449161,0.705219,0.000000,0.709010,0.449162,0.088104,0.999999,1.578520,-7.687,-8.136,0.898,1,0.1717,53
220_p-GSK3alpha._S21_,0.555622,1.123282,0.000001,1.128849,0.555623,0.108991,0.999999,2.031683,-13.184,-13.354,0.339,1,0.2801,53
221_p-PKC_pan_betaII_S660_.100kDa,0.843064,1.826807,0.000001,1.868472,0.843065,0.165459,0.999999,2.216285,-26.184,-26.697,1.027,1,0.1555,53
222_p-PKC_pan_betaII_S660_.60kDa,0.885338,1.515715,0.000001,1.516482,0.885339,0.178850,0.999999,1.712883,-23.786,-23.964,0.356,1,0.2753,50
223_p-PKC_pan_betaII_S660_.80kDa,0.000000,0.897160,0.431326,0.907462,0.431327,0.085115,0.000001,2.080001,-5.943,-5.942,0.000,1,0.5,53
224_p-PKCpan._gammaT514_,0.000000,0.839772,0.236364,0.841297,0.236364,0.046389,0.000001,3.552874,9.555,9.555,0.000,1,0.5,53
225_p-PTEN._S380_,0.000000,0.999245,0.446012,1.017822,0.446013,0.088796,0.000001,2.240396,-6.943,-6.943,0.000,1,0.5,53
226_p-Rb._S807,811_,0.000001,1.726040,1.043042,1.752500,1.043043,0.205510,0.000001,1.654812,-28.966,-28.966,0.000,1,0.5,53
227_p-S6RibProt._S235-236_,0.334874,0.883579,0.000000,0.895150,0.334874,0.065716,0.999999,2.673093,-0.957,-1.203,0.492,1,0.2415,53
228_p-P70.S6.Kinase._T421-S424_,0.000000,1.148705,0.489536,1.164164,0.489537,0.097077,0.000001,2.346514,-9.199,-9.198,0.000,1,0.5,53
229_p-SGK._S422_,0.000000,0.419794,0.256620,0.424881,0.256620,0.050464,0.000001,1.635856,7.476,7.476,0.000,1,0.5,53
230_p-SGK._T256_,0.312795,0.904796,0.000000,0.917446,0.312795,0.061392,0.999999,2.933059,0.481,0.212,0.539,1,0.2315,53
231_SGK,0.000000,1.019149,0.388116,1.021604,0.388116,0.076075,0.000001,2.625886,-3.406,-3.406,0.000,1,0.5,53
232_p-Src._Y527_,0.758692,1.058495,0.000001,1.050959,0.758693,0.148796,0.999999,1.385223,-21.045,-21.189,0.287,1,0.296,53
233_STAT3A,0.000000,0.521871,0.250878,0.525988,0.250879,0.049348,0.000001,2.080173,8.091,8.092,0.000,1,0.5,53
234_STAT3B,0.000000,0.353835,0.253829,0.352330,0.253830,0.049500,0.000001,1.393989,7.101,7.107,0.000,1,0.5,53
235_BACT,0.054299,0.133801,0.000000,0.134915,0.054299,0.010653,0.999999,2.484655,47.002,46.808,0.387,1,0.267,53
236_ENO1,0.024514,0.050359,0.012127,0.050523,0.036642,0.007194,0.669034,1.374272,57.787,57.670,0.233,1,0.3145,53
237_FOXO3A,0.048080,0.143144,0.000000,0.143993,0.048080,0.009433,0.999999,2.994849,50.316,50.238,0.156,1,0.3464,53
238_IRF5,0.044181,0.090704,0.000000,0.090692,0.044181,0.008666,0.999999,2.052706,52.839,52.747,0.184,1,0.3338,53
240_SP1,0.050342,0.165622,0.000000,0.167615,0.050342,0.009881,0.999999,3.329527,48.091,47.929,0.324,1,0.2845,53
241_TBX19,0.000000,0.104352,0.047430,0.106286,0.047430,0.009436,0.000001,2.200139,51.333,51.333,0.000,1,0.5,53
242_ZNF289,0.097231,0.260646,0.000000,0.261794,0.097231,0.019074,0.999999,2.692497,32.152,32.097,0.109,1,0.3704,53
243_CDX1,0.098638,0.140840,0.001172,0.139605,0.099810,0.019575,0.988260,1.398698,31.700,31.601,0.198,1,0.3282,53
244_EP300,0.120700,0.238737,0.000000,0.238687,0.120700,0.023674,0.999999,1.977525,26.706,26.637,0.138,1,0.3551,53
245_ETV1,0.100353,0.200269,0.000000,0.201783,0.100353,0.019686,0.999999,2.010731,31.158,30.896,0.524,1,0.2346,53
246_EYA1,0.096333,0.126317,0.000000,0.126076,0.096333,0.018894,0.999999,1.308751,32.526,32.165,0.721,1,0.198,53
247_FOXJ2,0.094326,0.165975,0.000000,0.166102,0.094326,0.018501,0.999999,1.760927,33.074,32.939,0.270,1,0.3017,53
248_GSCL,0.000000,0.319148,0.082654,0.321507,0.082654,0.016509,0.000001,3.861261,37.418,37.424,0.000,1,0.5,53
249_HOXD9,0.000000,0.079795,0.066400,0.081639,0.066400,0.013060,0.000001,1.201741,42.585,42.585,0.000,1,0.5,53
250_IKZF4,0.000000,0.128456,0.076839,0.126565,0.076839,0.014884,0.000001,1.671748,37.145,37.191,0.000,1,0.5,53
251_KLF14,0.000000,0.148173,0.062839,0.148557,0.062839,0.012312,0.000001,2.357988,43.908,43.908,0.000,1,0.5,53
252_MLXIPL,0.077175,0.265114,0.000000,0.268361,0.077175,0.015150,0.999999,3.477306,36.832,36.686,0.292,1,0.2944,53
253_SOX4,0.073216,0.161216,0.000000,0.163336,0.073216,0.014366,0.999999,2.230861,38.802,38.458,0.689,1,0.2033,53
254_TFAP2,0.073495,0.134907,0.000000,0.138661,0.073495,0.014423,0.999999,1.886665,36.955,36.209,1.492,1,0.111,53
255_TFB1M,0.108883,0.358316,0.000000,0.363161,0.108883,0.021374,0.999999,3.335335,27.689,27.489,0.400,1,0.2636,53
256_TLX2,0.010415,0.080474,0.063486,0.082523,0.073901,0.014537,0.140933,1.090741,39.691,39.677,0.027,1,0.4347,53
257_TRIM56,0.062220,0.207965,0.000000,0.211477,0.062220,0.012443,0.999999,3.398880,39.594,39.405,0.376,1,0.2697,51
258_TUB,0.000000,0.368767,0.099077,0.372239,0.099078,0.019868,0.000001,3.722010,32.695,32.701,0.000,1,0.5,53
259_TULP1,0.000000,0.078433,0.052080,0.079522,0.052080,0.010239,0.000001,1.506006,48.931,48.931,0.000,1,0.5,53
260_ZNF12,0.080567,0.131105,0.000000,0.131704,0.080568,0.015956,0.999999,1.634698,36.283,35.954,0.657,1,0.2088,52
261_ZNF267,0.058946,0.145198,0.039207,0.146072,0.098153,0.019283,0.600551,1.481531,32.180,32.089,0.182,1,0.3348,53
262_ZNF319,0.079199,0.154369,0.008680,0.153991,0.087879,0.017239,0.901232,1.751755,35.014,35.006,0.016,1,0.4493,53
263_ZNF497,0.005626,0.121009,0.075814,0.123710,0.081440,0.016074,0.069084,1.487333,37.192,37.191,0.003,1,0.4791,53
264_ZNF575,0.057412,0.105415,0.023183,0.105543,0.080595,0.015819,0.712348,1.306066,37.285,37.147,0.276,1,0.2997,53
265_ZNF682,0.043782,0.115873,0.047589,0.116979,0.091370,0.018680,0.479166,1.269884,31.339,31.249,0.181,1,0.3354,49
