PHENO,V(G),SE(V(G)),V(e),SE(V(e),Vp,SE(vp),V(G)_to_Vp,SE(V(G)_to_Vp),logL,logL0,LRT,df,Pval,n
ENSG00000092470,0.000000,0.060990,0.037999,0.057159,0.037999,0.013128,0.000001,1.605056,14.861,15.054,0.000,1,0.5,17
ENSG00000092531,0.000000,0.050772,0.119445,0.056297,0.119445,0.026371,0.000001,0.425066,21.145,21.145,0.000,1,0.5,42
ENSG00000092621,0.229621,0.117891,0.072340,0.086380,0.301961,0.070083,0.760433,0.298212,3.676,1.609,4.133,1,0.02103,42
ENSG00000092820,0.006915,0.011763,0.018226,0.011708,0.025141,0.005593,0.275039,0.456594,53.270,53.127,0.286,1,0.2964,42
ENSG00000092841,0.000000,0.186118,0.417828,0.200489,0.417828,0.092201,0.000001,0.445440,-4.667,-4.666,0.000,1,0.5,42
ENSG00000092929,0.000000,0.006543,0.012789,0.007139,0.012789,0.002825,0.000001,0.511594,66.996,66.996,0.000,1,0.5,42
ENSG00000092964,0.000000,0.031679,0.070355,0.034542,0.070355,0.015530,0.000001,0.450275,31.963,31.964,0.000,1,0.5,42
ENSG00000093000,0.000000,0.009247,0.021468,0.010184,0.021468,0.004739,0.000001,0.430748,56.307,56.307,0.000,1,0.5,42
ENSG00000093010,0.035159,0.013933,0.000000,0.008344,0.035160,0.008476,0.999999,0.237309,49.879,47.312,5.134,1,0.01173,42
ENSG00000093072,0.029222,0.137907,0.205023,0.146907,0.234245,0.063778,0.124750,0.586802,4.432,4.405,0.053,1,0.4087,28
ENSG00000093144,0.057167,0.023933,0.000000,0.015348,0.057167,0.013833,0.999999,0.268470,40.531,37.468,6.126,1,0.006662,42
ENSG00000093167,0.000000,0.025315,0.056856,0.025643,0.056856,0.014424,0.000001,0.445235,26.027,26.070,0.000,1,0.5,32
ENSG00000094631,0.029065,0.014842,0.000000,0.009858,0.029065,0.008101,0.999999,0.339181,38.244,36.738,3.011,1,0.04136,31
ENSG00000094880,0.000000,0.012169,0.023376,0.012365,0.023376,0.005281,0.000001,0.520573,51.153,51.167,0.000,1,0.5,40
ENSG00000094914,0.096159,0.118247,0.000000,0.115978,0.096159,0.027659,0.999999,1.206102,14.386,14.058,0.656,1,0.209,25
ENSG00000094916,0.054653,0.024852,0.002935,0.015657,0.057589,0.014098,0.949030,0.277029,38.817,37.715,2.204,1,0.06885,42
ENSG00000095002,0.000000,0.004674,0.010972,0.005275,0.010972,0.002423,0.000001,0.425994,70.136,70.136,0.000,1,0.5,42
ENSG00000095059,0.033519,0.028083,0.000000,0.024478,0.033519,0.011589,0.999999,0.730277,19.074,18.658,0.832,1,0.1808,18
ENSG00000095139,0.000000,0.003237,0.006340,0.003428,0.006340,0.001399,0.000001,0.510591,81.226,81.226,0.000,1,0.5,42
ENSG00000095261,0.000000,0.007671,0.017146,0.008540,0.017146,0.003787,0.000001,0.447427,60.982,60.982,0.000,1,0.5,42
ENSG00000095321,0.044837,0.561105,0.000000,0.585116,0.044837,0.028366,0.999998,13.049703,6.466,7.273,0.000,1,0.5,12
ENSG00000095485,0.000000,0.012849,0.022547,0.013294,0.022547,0.005234,0.000001,0.569867,49.518,49.521,0.000,1,0.5,38
ENSG00000095564,0.005272,0.013868,0.023308,0.014299,0.028580,0.006330,0.184477,0.480420,50.556,50.498,0.115,1,0.3674,42
ENSG00000095787,0.016898,0.026315,0.027032,0.026064,0.043930,0.012462,0.384658,0.580658,24.986,24.729,0.513,1,0.2368,26
ENSG00000095906,0.000000,0.009369,0.020944,0.010407,0.020944,0.004742,0.000001,0.447355,54.024,54.024,0.000,1,0.5,40
ENSG00000096080,0.000811,0.033412,0.037401,0.035445,0.038212,0.010414,0.021222,0.874657,28.901,28.901,0.001,1,0.4906,28
ENSG00000096384,0.000000,0.003003,0.006663,0.002860,0.006663,0.001467,0.000001,0.450639,77.528,77.708,0.000,1,0.5,42
ENSG00000096401,0.000000,0.001633,0.003482,0.001692,0.003482,0.000768,0.000001,0.469101,93.074,93.082,0.000,1,0.5,42
ENSG00000096746,0.000000,0.005045,0.011483,0.005649,0.011483,0.002536,0.000001,0.439335,69.203,69.203,0.000,1,0.5,42
ENSG00000097021,0.000000,0.003639,0.007298,0.003936,0.007298,0.001611,0.000001,0.498668,78.461,78.461,0.000,1,0.5,42
ENSG00000097033,0.000864,0.005094,0.009970,0.005505,0.010834,0.002393,0.079713,0.469566,70.394,70.381,0.026,1,0.436,42
ENSG00000099194,0.000000,0.126659,0.244614,0.123916,0.244614,0.055243,0.000001,0.517791,4.499,4.562,0.000,1,0.5,40
ENSG00000099203,0.000000,1.469507,0.043650,1.502283,0.043650,0.042796,0.000000,33.665797,11.997,13.002,0.000,1,0.5,11
ENSG00000099219,0.048120,0.065144,0.000000,0.061243,0.048120,0.019158,0.999999,1.272713,12.464,11.836,1.255,1,0.1313,14
ENSG00000099246,0.000827,0.002656,0.005149,0.002827,0.005976,0.001321,0.138387,0.441966,82.611,82.562,0.097,1,0.3775,42
ENSG00000099331,0.000000,0.004765,0.010098,0.005141,0.010098,0.002229,0.000001,0.471847,71.741,71.741,0.000,1,0.5,42
ENSG00000099341,0.000000,0.000971,0.002515,0.000920,0.002515,0.000554,0.000001,0.386155,96.838,97.106,0.000,1,0.5,42
ENSG00000099381,0.020792,0.020344,0.009883,0.018106,0.030676,0.009174,0.677809,0.598596,27.199,26.771,0.856,1,0.1774,24
ENSG00000099622,0.000000,0.011675,0.025690,0.013074,0.025690,0.005675,0.000001,0.454456,52.696,52.696,0.000,1,0.5,42
ENSG00000099624,0.062769,0.063891,0.073043,0.057966,0.135811,0.030733,0.462175,0.436454,19.016,18.686,0.659,1,0.2084,42
ENSG00000099783,0.000000,0.001533,0.003335,0.001605,0.003335,0.000735,0.000001,0.459721,94.077,94.082,0.000,1,0.5,42
ENSG00000099795,0.017481,0.011225,0.007185,0.008748,0.024666,0.005782,0.708703,0.371648,54.788,54.163,1.248,1,0.1319,42
ENSG00000099797,0.000000,0.010643,0.023359,0.011088,0.023359,0.005151,0.000001,0.455655,54.080,54.087,0.000,1,0.5,42
ENSG00000099800,0.000000,0.094110,0.211219,0.094738,0.211219,0.046539,0.000001,0.445557,8.217,8.256,0.000,1,0.5,42
ENSG00000099804,0.007824,0.022965,0.007987,0.022956,0.015811,0.005000,0.494837,1.443535,29.888,29.848,0.081,1,0.3882,21
ENSG00000099810,0.001244,0.017015,0.027569,0.018066,0.028813,0.006364,0.043169,0.590467,50.339,50.338,0.001,1,0.4849,42
ENSG00000099817,0.004813,0.010936,0.019618,0.011335,0.024431,0.005411,0.197012,0.442212,53.781,53.686,0.190,1,0.3315,42
ENSG00000099899,0.016714,0.017930,0.015368,0.016781,0.032082,0.010202,0.520973,0.516640,22.996,22.364,1.263,1,0.1305,21
ENSG00000099901,0.000000,0.005361,0.013121,0.005993,0.013121,0.002897,0.000001,0.408545,66.422,66.423,0.000,1,0.5,42
ENSG00000099940,0.006257,0.008172,0.011353,0.007837,0.017609,0.003940,0.355299,0.444705,60.683,60.444,0.479,1,0.2443,42
ENSG00000099942,0.068314,0.047431,0.030905,0.037820,0.099220,0.023491,0.688518,0.398996,25.462,25.050,0.823,1,0.1822,41
ENSG00000099949,0.016462,0.024804,0.000000,0.028235,0.016462,0.005878,0.999998,1.715188,15.701,16.092,0.000,1,0.5,16
ENSG00000099956,0.007918,0.008884,0.011583,0.008320,0.019501,0.004489,0.406023,0.429443,55.761,55.409,0.704,1,0.2006,40
ENSG00000099968,0.000000,0.085866,0.214487,0.088566,0.214487,0.047277,0.000001,0.400329,8.089,8.117,0.000,1,0.5,42
