PHENO,V(G),SE(V(G)),V(e),SE(V(e),Vp,SE(vp),V(G)_to_Vp,SE(V(G)_to_Vp),logL,logL0,LRT,df,Pval,n
ENSG00000064651,0.013015,0.058237,0.034311,0.059057,0.047326,0.013127,0.275002,1.229117,24.964,24.956,0.017,1,0.4487,27
ENSG00000064666,0.025327,0.018879,0.015002,0.015557,0.040329,0.009346,0.628020,0.403020,44.391,43.857,1.066,1,0.1509,42
ENSG00000064703,0.001131,0.014553,0.026255,0.015667,0.027386,0.006049,0.041302,0.531331,51.380,51.378,0.004,1,0.4761,42
ENSG00000065000,0.000000,0.006154,0.012316,0.006692,0.012316,0.002720,0.000001,0.499707,67.756,67.756,0.000,1,0.5,42
ENSG00000065135,0.000000,0.005690,0.012973,0.005005,0.012973,0.002852,0.000001,0.438601,60.422,61.223,0.000,1,0.5,42
ENSG00000065150,0.000260,0.002685,0.004693,0.002872,0.004953,0.001094,0.052482,0.541957,86.436,86.434,0.005,1,0.4716,42
ENSG00000065154,0.205742,0.257390,0.123596,0.240222,0.329338,0.104836,0.624714,0.733377,-0.331,-0.608,0.554,1,0.2283,21
ENSG00000065183,0.000000,0.003531,0.007315,0.003289,0.007315,0.001609,0.000001,0.482683,74.940,75.209,0.000,1,0.5,42
ENSG00000065268,0.004677,0.002274,0.001166,0.001607,0.005843,0.001364,0.800382,0.286465,84.754,82.538,4.430,1,0.01765,42
ENSG00000065413,0.000000,0.005182,0.011050,0.005612,0.011050,0.002439,0.000001,0.468927,69.912,69.912,0.000,1,0.5,42
ENSG00000065427,0.000000,0.001325,0.003335,0.001334,0.003335,0.000735,0.000001,0.397433,92.883,92.947,0.000,1,0.5,42
ENSG00000065485,0.004821,0.021910,0.047325,0.024013,0.052146,0.011520,0.092458,0.419194,38.184,38.157,0.055,1,0.4077,42
ENSG00000065518,0.000000,0.011549,0.024196,0.011594,0.024196,0.005463,0.000001,0.477295,50.031,50.067,0.000,1,0.5,40
ENSG00000065526,0.014972,0.032969,0.039804,0.032846,0.054776,0.013162,0.273333,0.591663,31.606,31.538,0.137,1,0.3558,36
ENSG00000065548,0.000000,0.003985,0.008382,0.004022,0.008382,0.001847,0.000001,0.475425,74.597,74.623,0.000,1,0.5,42
ENSG00000065559,0.031559,0.013947,0.001453,0.008618,0.033013,0.008198,0.955972,0.265360,47.761,46.579,2.364,1,0.06209,40
ENSG00000065613,0.004303,0.006783,0.009483,0.006607,0.013786,0.003078,0.312148,0.476990,65.636,65.502,0.267,1,0.3027,42
ENSG00000065615,0.000000,0.027410,0.049394,0.028086,0.049394,0.012134,0.000001,0.554921,30.833,30.842,0.000,1,0.5,34
ENSG00000065809,0.258659,0.127590,0.006215,0.082930,0.264874,0.069514,0.976537,0.315585,6.105,5.180,1.849,1,0.08696,36
ENSG00000065882,0.076617,0.101976,0.000000,0.094109,0.076617,0.030481,0.999999,1.228313,9.200,8.801,0.799,1,0.1857,14
ENSG00000065883,0.033516,0.017868,0.000000,0.013149,0.033516,0.009228,0.999999,0.392331,34.631,33.669,1.925,1,0.08263,30
ENSG00000065911,0.011409,0.008107,0.008482,0.006887,0.019892,0.004524,0.573577,0.356274,58.697,57.722,1.950,1,0.08128,42
ENSG00000065923,0.000000,0.016259,0.029313,0.017443,0.029313,0.007565,0.000001,0.554672,36.142,36.142,0.000,1,0.5,31
ENSG00000065978,0.018207,0.016308,0.016573,0.014306,0.034780,0.007931,0.523494,0.424701,47.097,46.711,0.772,1,0.1898,42
ENSG00000066027,0.006098,0.038093,0.033529,0.040193,0.039627,0.012255,0.153886,0.963179,21.812,21.793,0.039,1,0.422,22
ENSG00000066044,0.000000,0.001951,0.004202,0.001768,0.004202,0.000924,0.000001,0.464171,85.063,85.541,0.000,1,0.5,42
ENSG00000066084,0.000000,0.010383,0.017982,0.011205,0.017982,0.004022,0.000001,0.577390,58.515,58.515,0.000,1,0.5,41
ENSG00000066117,0.000000,0.035943,0.050741,0.036632,0.050741,0.013781,0.000001,0.708371,24.746,24.750,0.000,1,0.5,28
ENSG00000066136,0.038629,0.036716,0.000000,0.033234,0.038629,0.012106,0.999999,0.860334,22.536,22.184,0.704,1,0.2007,22
ENSG00000066322,0.000000,0.017322,0.031879,0.017599,0.031879,0.007722,0.000001,0.543354,39.141,39.154,0.000,1,0.5,35
ENSG00000066422,0.019094,0.034423,0.000000,0.033146,0.019094,0.006834,0.999999,1.735954,22.502,22.331,0.342,1,0.2793,17
ENSG00000066455,0.010655,0.067470,0.104158,0.071029,0.114813,0.026701,0.092805,0.586732,19.723,19.715,0.015,1,0.4513,38
ENSG00000066557,0.000000,0.002148,0.005307,0.002111,0.005307,0.001169,0.000001,0.404763,82.819,82.929,0.000,1,0.5,42
ENSG00000066583,0.011756,0.012095,0.017209,0.011383,0.028966,0.006488,0.405870,0.392638,50.572,50.065,1.014,1,0.1569,42
ENSG00000066651,0.008148,0.104940,0.000000,0.109438,0.008148,0.005433,0.999999,13.431770,19.891,20.013,0.000,1,0.5,13
ENSG00000066654,0.001266,0.003088,0.006287,0.003289,0.007553,0.001671,0.167606,0.405071,77.824,77.725,0.199,1,0.3277,42
ENSG00000066739,0.034563,0.104504,0.030241,0.103724,0.064805,0.025425,0.533346,1.594220,9.952,9.889,0.125,1,0.3618,14
ENSG00000066777,0.000000,0.013952,0.028226,0.015229,0.028226,0.006474,0.000001,0.494284,46.930,46.930,0.000,1,0.5,39
ENSG00000066855,0.005465,0.127632,0.000000,0.133196,0.005465,0.005786,0.999997,24.374271,12.230,15.081,0.000,1,0.5,11
ENSG00000066926,0.000000,0.026936,0.046064,0.026151,0.046064,0.011455,0.000001,0.584762,29.947,30.018,0.000,1,0.5,33
ENSG00000067048,1.550191,0.775943,0.223951,0.528073,1.774142,0.438843,0.873769,0.307912,-29.805,-30.995,2.379,1,0.06149,39
ENSG00000067057,0.024618,0.012413,0.004487,0.008592,0.029105,0.006943,0.845843,0.307139,52.098,51.131,1.935,1,0.08212,42
ENSG00000067064,0.000687,0.016022,0.033994,0.017772,0.034681,0.007660,0.019807,0.462012,46.540,46.539,0.002,1,0.4833,42
ENSG00000067066,0.004636,0.013367,0.024731,0.014058,0.029367,0.006497,0.157879,0.451814,49.982,49.924,0.114,1,0.3677,42
ENSG00000067167,0.007672,0.012853,0.019259,0.013168,0.026931,0.006358,0.284872,0.468642,45.283,45.056,0.453,1,0.2505,37
ENSG00000067177,0.000000,0.013705,0.007151,0.013279,0.007151,0.002662,0.000001,1.916464,25.514,25.548,0.000,1,0.5,15
ENSG00000067225,0.003601,0.007432,0.011692,0.007498,0.015293,0.003396,0.235498,0.477774,63.418,63.328,0.179,1,0.3363,42
ENSG00000067248,0.092814,0.039698,0.002796,0.024301,0.095609,0.023414,0.970760,0.257003,27.776,25.967,3.618,1,0.02858,41
ENSG00000067334,0.002463,0.005585,0.008916,0.005674,0.011380,0.002524,0.216467,0.483920,69.459,69.385,0.148,1,0.3505,42
ENSG00000067369,0.000000,0.007314,0.018541,0.006812,0.018541,0.004080,0.000001,0.394475,55.352,55.702,0.000,1,0.5,42
ENSG00000067533,0.000000,0.014164,0.029179,0.014329,0.029179,0.006510,0.000001,0.485406,47.865,47.888,0.000,1,0.5,41
ENSG00000067560,0.000000,0.024376,0.046392,0.023878,0.046392,0.010214,0.000001,0.525421,38.982,39.042,0.000,1,0.5,42
ENSG00000067596,0.000000,0.089339,0.089313,0.092764,0.089313,0.032518,0.000001,1.000288,9.145,9.145,0.000,1,0.5,16
ENSG00000067704,0.003761,0.004861,0.008390,0.004841,0.012151,0.002702,0.309517,0.386086,68.219,67.870,0.699,1,0.2015,42
ENSG00000067829,0.000000,0.009809,0.019266,0.010675,0.019266,0.004255,0.000001,0.509129,58.591,58.591,0.000,1,0.5,42
ENSG00000067900,0.010137,0.004041,0.000000,0.002388,0.010137,0.002454,0.999999,0.235546,75.170,72.804,4.733,1,0.0148,42
ENSG00000067955,0.000000,0.014560,0.023737,0.015540,0.023737,0.005244,0.000001,0.613370,54.320,54.320,0.000,1,0.5,42
ENSG00000067992,0.000000,0.009717,0.022320,0.010640,0.022320,0.004927,0.000001,0.435368,55.487,55.487,0.000,1,0.5,42
ENSG00000068079,0.008600,0.010677,0.016389,0.010369,0.024989,0.005575,0.344138,0.409559,53.490,53.159,0.661,1,0.2081,42
ENSG00000068097,0.000000,2.525688,0.087712,2.598354,0.087712,0.088253,0.000001,28.795163,9.161,10.010,0.000,1,0.5,12
ENSG00000068120,0.020662,0.009260,0.001718,0.005909,0.022380,0.005394,0.923237,0.270910,57.998,56.233,3.529,1,0.03016,42
ENSG00000068366,0.000000,0.022631,0.048920,0.024904,0.048920,0.010936,0.000001,0.462607,38.474,38.474,0.000,1,0.5,41
ENSG00000068394,0.007001,0.005463,0.005608,0.004702,0.012609,0.002872,0.555230,0.384554,67.988,67.306,1.362,1,0.1216,42
ENSG00000068400,0.001933,0.007105,0.012092,0.007479,0.014025,0.003265,0.137815,0.504029,58.637,58.604,0.066,1,0.3986,38
ENSG00000068654,0.002310,0.007036,0.011990,0.007310,0.014301,0.003165,0.161545,0.488397,64.735,64.694,0.082,1,0.3873,42
ENSG00000068784,0.000000,0.202970,0.055454,0.208315,0.055454,0.016028,0.000001,3.660150,24.238,24.243,0.000,1,0.5,28
ENSG00000068796,0.000000,0.002677,0.004885,0.002869,0.004885,0.001079,0.000001,0.548084,86.711,86.711,0.000,1,0.5,42
ENSG00000068878,0.010999,0.013227,0.023852,0.013354,0.034851,0.008036,0.315611,0.365294,43.098,42.627,0.943,1,0.1657,39
ENSG00000068903,0.041335,0.028082,0.000000,0.022607,0.041335,0.013012,0.999999,0.546910,21.831,21.025,1.613,1,0.102,22
ENSG00000068912,0.007174,0.082030,0.148717,0.089620,0.155891,0.036747,0.046019,0.526228,13.641,13.637,0.008,1,0.4636,37
ENSG00000069248,0.002577,0.002434,0.003022,0.002216,0.005599,0.001262,0.460307,0.401785,84.379,83.872,1.013,1,0.1571,42
ENSG00000069275,0.000000,0.019386,0.051547,0.021396,0.051547,0.011374,0.000001,0.376088,38.141,38.142,0.000,1,0.5,42
ENSG00000069329,0.000157,0.004499,0.008393,0.004890,0.008550,0.001889,0.018406,0.526278,75.246,75.245,0.001,1,0.4889,42
ENSG00000069345,0.002649,0.007231,0.012611,0.007513,0.015260,0.003378,0.173593,0.469680,63.411,63.353,0.117,1,0.3664,42
ENSG00000069424,0.000000,0.010647,0.024087,0.011573,0.024087,0.005316,0.000001,0.442041,53.892,53.893,0.000,1,0.5,42
ENSG00000069849,0.007376,0.017418,0.028249,0.017776,0.035625,0.007899,0.207035,0.482734,46.056,45.990,0.131,1,0.3586,42
ENSG00000069974,0.000000,0.037126,0.081129,0.040008,0.081129,0.017904,0.000001,0.457618,28.976,28.977,0.000,1,0.5,42
ENSG00000069998,0.010611,0.010334,0.010045,0.009111,0.020656,0.004725,0.513698,0.456711,57.751,57.563,0.376,1,0.2699,42
ENSG00000070010,0.003866,0.006575,0.010879,0.006619,0.014746,0.003276,0.262191,0.435863,64.193,64.027,0.331,1,0.2824,42
ENSG00000070047,0.006200,0.026398,0.000000,0.027754,0.006200,0.002170,0.999998,4.476444,20.089,21.924,0.000,1,0.5,15
ENSG00000070061,0.000272,0.004467,0.010813,0.005082,0.011085,0.002448,0.024575,0.402943,69.922,69.920,0.004,1,0.4734,42
ENSG00000070081,0.029421,0.130760,0.268102,0.141774,0.297523,0.065736,0.098886,0.438360,2.486,2.460,0.052,1,0.4095,42
ENSG00000070087,0.354260,0.348379,0.427009,0.318264,0.781269,0.180508,0.453442,0.413153,-16.107,-16.566,0.918,1,0.169,40
ENSG00000070190,0.022332,0.022541,0.000000,0.017329,0.022332,0.010892,0.999999,0.775962,11.767,11.558,0.418,1,0.2591,10
ENSG00000070366,0.014828,0.333240,0.000000,0.343270,0.014828,0.011795,0.999999,23.150843,15.877,15.884,0.000,1,0.5,12
ENSG00000070367,0.018157,0.012252,0.000000,0.010233,0.018157,0.005734,0.999999,0.563585,31.190,29.805,2.770,1,0.04803,22
ENSG00000070423,0.000000,0.119449,0.204078,0.131001,0.204078,0.053594,0.000001,0.585312,6.844,6.844,0.000,1,0.5,30
ENSG00000070495,0.000000,0.111516,0.049755,0.113185,0.049755,0.015407,0.000001,2.241291,19.515,19.516,0.000,1,0.5,22
ENSG00000070501,0.000000,0.016505,0.029572,0.015322,0.029572,0.007866,0.000001,0.558111,31.044,31.254,0.000,1,0.5,29
ENSG00000070669,0.000000,0.027804,0.068957,0.030111,0.068957,0.015214,0.000001,0.403212,32.131,32.133,0.000,1,0.5,42
ENSG00000070756,0.000000,0.001774,0.003886,0.001620,0.003886,0.000855,0.000001,0.456438,86.983,87.403,0.000,1,0.5,42
ENSG00000070761,0.011241,0.005625,0.002481,0.003952,0.013722,0.003236,0.819177,0.300146,67.356,65.877,2.958,1,0.04272,42
ENSG00000070770,0.000000,0.004427,0.011180,0.004686,0.011180,0.002465,0.000001,0.395925,69.073,69.084,0.000,1,0.5,42
ENSG00000070785,0.000000,0.010753,0.023095,0.011909,0.023095,0.005101,0.000001,0.465579,54.879,54.879,0.000,1,0.5,42
ENSG00000070814,0.000000,0.003056,0.006610,0.003384,0.006610,0.001460,0.000001,0.462369,80.523,80.523,0.000,1,0.5,42
ENSG00000070831,0.000000,0.004528,0.008104,0.004700,0.008104,0.001788,0.000001,0.558775,76.089,76.090,0.000,1,0.5,42
ENSG00000070882,0.000000,0.040959,0.082468,0.044206,0.082468,0.018905,0.000001,0.496658,26.498,26.498,0.000,1,0.5,39
ENSG00000070950,0.000000,0.042037,0.043589,0.044099,0.043589,0.012102,0.000001,0.964377,26.095,26.095,0.000,1,0.5,27
ENSG00000070961,0.000000,0.014188,0.030032,0.015023,0.030032,0.006625,0.000001,0.472431,49.224,49.226,0.000,1,0.5,42
ENSG00000071082,0.002151,0.004004,0.004536,0.003833,0.006687,0.001502,0.321619,0.581215,80.480,80.480,0.002,1,0.4837,42
ENSG00000071127,0.006354,0.003481,0.002625,0.002665,0.008979,0.002067,0.707613,0.308702,75.499,73.729,3.539,1,0.02997,42
ENSG00000071205,0.000000,0.079219,0.085087,0.082756,0.085087,0.022360,0.000001,0.931040,19.542,19.542,0.000,1,0.5,30
ENSG00000071282,0.061114,0.113354,0.085292,0.113802,0.146406,0.047516,0.417427,0.758829,7.233,7.034,0.397,1,0.2644,20
ENSG00000071462,0.000000,0.020419,0.036060,0.021800,0.036060,0.008867,0.000001,0.566253,36.469,36.470,0.000,1,0.5,34
ENSG00000071537,0.000000,0.030491,0.064379,0.032535,0.064379,0.014380,0.000001,0.473616,32.799,32.800,0.000,1,0.5,41
ENSG00000071539,0.000000,0.007638,0.014670,0.007383,0.014670,0.003399,0.000001,0.520640,55.873,55.966,0.000,1,0.5,38
ENSG00000071553,0.026137,0.370294,0.000000,0.384076,0.026137,0.017221,0.999999,14.694668,15.485,15.480,0.009,1,0.4612,14
ENSG00000071626,0.001973,0.004797,0.007108,0.004835,0.009081,0.002016,0.217237,0.521247,74.086,74.041,0.090,1,0.3822,42
ENSG00000071655,0.000000,0.026785,0.046524,0.028252,0.046524,0.011621,0.000001,0.575729,31.187,31.187,0.000,1,0.5,33
ENSG00000071859,0.000000,0.012344,0.024715,0.013366,0.024715,0.005457,0.000001,0.499447,53.463,53.463,0.000,1,0.5,42
ENSG00000071894,0.018668,0.007936,0.000000,0.005471,0.018668,0.004459,0.999999,0.293067,63.933,60.417,7.032,1,0.004004,42
ENSG00000072042,0.001606,0.004361,0.008171,0.004588,0.009776,0.002163,0.164249,0.442474,72.533,72.467,0.133,1,0.3578,42
ENSG00000072062,0.023600,0.012921,0.006332,0.009413,0.029931,0.007073,0.788466,0.328766,51.201,50.342,1.720,1,0.09485,42
ENSG00000072080,0.000001,0.675496,1.191918,0.674828,1.191919,0.297064,0.000001,0.566729,-21.492,-21.465,0.000,1,0.5,33
ENSG00000072110,0.200166,0.116720,0.062338,0.087182,0.262503,0.061988,0.762526,0.347794,6.557,5.940,1.235,1,0.1332,42
ENSG00000072121,0.000000,1.586280,0.059635,1.627743,0.059635,0.055371,0.000001,26.599646,10.325,11.219,0.000,1,0.5,11
ENSG00000072210,0.083497,0.034659,0.000000,0.021686,0.083497,0.020372,0.999999,0.259720,31.461,29.410,4.102,1,0.02141,41
ENSG00000072274,0.000000,0.022970,0.045068,0.024395,0.045068,0.009946,0.000001,0.509661,41.042,41.042,0.000,1,0.5,42
ENSG00000072501,0.003922,0.002432,0.001599,0.001887,0.005521,0.001289,0.710399,0.357744,85.480,84.635,1.689,1,0.09685,42
ENSG00000072506,0.002450,0.006866,0.012105,0.007153,0.014555,0.003222,0.168310,0.467822,64.377,64.323,0.110,1,0.3703,42
ENSG00000072518,0.000000,0.026212,0.036898,0.027861,0.036898,0.008952,0.000001,0.710392,37.319,37.319,0.000,1,0.5,35
ENSG00000072571,0.000000,0.028765,0.026433,0.028695,0.026433,0.009009,0.000001,1.088211,20.588,20.595,0.000,1,0.5,18
ENSG00000072694,0.027144,0.030149,0.006405,0.027970,0.033549,0.011534,0.809090,0.835654,18.910,18.365,1.090,1,0.1483,18
ENSG00000072756,0.007281,0.003792,0.002929,0.002871,0.010210,0.002343,0.713170,0.291890,72.889,70.654,4.470,1,0.01725,42
ENSG00000072778,0.000000,0.049268,0.088073,0.050804,0.088073,0.019423,0.000001,0.559404,27.091,27.094,0.000,1,0.5,42
ENSG00000072786,0.003276,0.002876,0.003540,0.002591,0.006815,0.001538,0.480640,0.386325,80.398,79.798,1.200,1,0.1366,42
ENSG00000072803,0.002554,0.007787,0.012103,0.008106,0.014657,0.003615,0.174230,0.526923,51.443,51.391,0.105,1,0.373,34
ENSG00000072818,0.007923,0.005455,0.005307,0.004556,0.013230,0.003020,0.598878,0.355925,67.139,66.159,1.959,1,0.0808,42
ENSG00000072849,0.000000,0.722568,0.161652,0.734775,0.161652,0.064769,0.000001,4.469885,4.162,4.164,0.000,1,0.5,14
ENSG00000072864,0.000522,0.009845,0.021807,0.011000,0.022329,0.004932,0.023400,0.440920,55.566,55.564,0.003,1,0.4784,42
ENSG00000072958,0.000000,0.001868,0.004160,0.002090,0.004160,0.000919,0.000001,0.449128,90.022,90.022,0.000,1,0.5,42
ENSG00000073009,0.003545,0.005571,0.009581,0.005621,0.013126,0.002915,0.270069,0.413883,66.587,66.373,0.429,1,0.2561,42
ENSG00000073050,0.000391,0.002451,0.005680,0.002741,0.006071,0.001341,0.064363,0.403377,82.264,82.249,0.030,1,0.4308,42
ENSG00000073060,0.016034,0.015233,0.018632,0.013850,0.034666,0.007820,0.462526,0.406155,47.010,46.518,0.983,1,0.1607,42
ENSG00000073536,0.016876,0.006737,0.000000,0.004152,0.016876,0.004163,0.999999,0.246015,57.751,54.373,6.755,1,0.004675,38
ENSG00000073578,0.002595,0.005443,0.008536,0.005493,0.011131,0.002471,0.233167,0.480957,69.927,69.841,0.171,1,0.3395,42
ENSG00000073614,0.000000,2.671153,0.064657,2.749009,0.064657,0.096152,0.000000,41.312919,9.897,12.344,0.000,1,0.5,10
ENSG00000073849,0.000000,0.035636,0.088507,0.039593,0.088507,0.020031,0.000001,0.402632,25.811,25.811,0.000,1,0.5,40
ENSG00000073921,0.015467,0.016007,0.018676,0.014596,0.034143,0.007717,0.453008,0.436307,47.300,46.965,0.670,1,0.2066,42
ENSG00000073969,0.000000,0.015505,0.026176,0.016638,0.026176,0.005783,0.000001,0.592311,52.314,52.314,0.000,1,0.5,42
ENSG00000074054,0.000880,0.006289,0.010968,0.006692,0.011848,0.002617,0.074236,0.530285,68.559,68.553,0.012,1,0.4572,42
ENSG00000074071,0.000000,0.032122,0.065792,0.036250,0.065792,0.016712,0.000001,0.488233,24.948,24.948,0.000,1,0.5,32
ENSG00000074201,0.011177,0.007895,0.006009,0.006406,0.017186,0.003991,0.650367,0.389746,61.959,61.431,1.055,1,0.1522,42
ENSG00000074266,0.008274,0.006673,0.007928,0.005906,0.016202,0.003662,0.510679,0.371627,62.722,61.852,1.740,1,0.09358,42
ENSG00000074319,0.000000,0.019812,0.042331,0.020746,0.042331,0.009336,0.000001,0.468018,42.026,42.031,0.000,1,0.5,42
ENSG00000074356,0.000000,0.019299,0.035463,0.020113,0.035464,0.008127,0.000001,0.544185,42.346,42.348,0.000,1,0.5,39
ENSG00000074370,0.003814,0.008740,0.013278,0.008817,0.017092,0.003795,0.223169,0.503964,61.126,61.064,0.123,1,0.3628,42
ENSG00000074416,0.000000,0.046950,0.107077,0.052805,0.107077,0.024248,0.000001,0.438465,22.222,22.222,0.000,1,0.5,40
ENSG00000074582,0.034087,0.014469,0.000856,0.008633,0.034944,0.008632,0.975499,0.249570,48.137,47.072,2.130,1,0.07224,41
ENSG00000074695,0.000000,0.016588,0.037821,0.018337,0.037821,0.008351,0.000001,0.438606,44.734,44.734,0.000,1,0.5,42
ENSG00000074696,0.010623,0.008419,0.008100,0.007195,0.018723,0.004283,0.567374,0.398023,59.919,59.366,1.106,1,0.1465,42
ENSG00000074755,0.000000,0.015351,0.024339,0.015928,0.024339,0.006745,0.000001,0.630703,33.404,33.406,0.000,1,0.5,27
ENSG00000074800,0.023164,0.011765,0.004915,0.008264,0.028079,0.006651,0.824954,0.306726,52.711,51.431,2.559,1,0.05484,42
ENSG00000074842,0.000000,0.040084,0.093927,0.042664,0.093927,0.020719,0.000001,0.426750,25.713,25.717,0.000,1,0.5,42
ENSG00000075131,0.091862,0.109897,0.000000,0.101724,0.091862,0.028269,0.999999,1.107360,15.540,15.066,0.949,1,0.165,24
ENSG00000075142,0.034681,0.032556,0.043206,0.029957,0.077886,0.017506,0.445272,0.387703,30.376,29.810,1.133,1,0.1436,42
ENSG00000075151,0.000000,0.007184,0.018775,0.008103,0.018775,0.004145,0.000001,0.382646,59.047,59.047,0.000,1,0.5,42
ENSG00000075188,0.000000,0.006672,0.013987,0.007261,0.013987,0.003088,0.000001,0.477003,65.123,65.123,0.000,1,0.5,42
ENSG00000075234,0.000000,0.013177,0.007887,0.012973,0.007887,0.003503,0.000001,1.670607,17.752,17.759,0.000,1,0.5,11
ENSG00000075239,0.000000,0.005968,0.013522,0.005403,0.013522,0.002974,0.000001,0.441319,60.977,61.478,0.000,1,0.5,42
ENSG00000075292,0.000000,0.004267,0.010288,0.004294,0.010288,0.002267,0.000001,0.414748,69.936,69.990,0.000,1,0.5,42
ENSG00000075303,0.008335,0.019327,0.000000,0.019567,0.008335,0.003102,0.999999,2.347555,22.581,22.196,0.770,1,0.1901,14
ENSG00000075336,0.003046,0.011709,0.028551,0.013149,0.031597,0.006980,0.096397,0.369495,48.455,48.411,0.089,1,0.3828,42
ENSG00000075413,0.043007,0.067569,0.000000,0.068920,0.043007,0.012233,0.999999,1.602526,23.252,22.597,1.310,1,0.1262,25
ENSG00000075415,0.000000,0.007881,0.016674,0.008508,0.016674,0.003680,0.000001,0.472630,61.466,61.466,0.000,1,0.5,42
ENSG00000075539,0.000000,0.006923,0.014372,0.006369,0.014372,0.003160,0.000001,0.481729,60.559,60.912,0.000,1,0.5,42
ENSG00000075618,0.004625,0.042841,0.092751,0.047428,0.097376,0.021507,0.047494,0.439802,25.375,25.369,0.012,1,0.4561,42
ENSG00000075624,0.000000,0.007754,0.013684,0.008310,0.013684,0.003022,0.000001,0.566625,65.605,65.605,0.000,1,0.5,42
ENSG00000075711,0.045995,1.140094,0.000000,1.183602,0.045995,0.045720,0.999998,25.733349,2.906,5.009,0.000,1,0.5,11
ENSG00000075785,0.000000,0.002474,0.004170,0.002601,0.004170,0.000920,0.000001,0.593249,89.904,89.905,0.000,1,0.5,42
ENSG00000075790,0.036942,0.029671,0.026599,0.025162,0.063541,0.014610,0.581384,0.411803,34.914,34.496,0.834,1,0.1805,42
ENSG00000075856,0.000000,0.001223,0.002945,0.001134,0.002945,0.000648,0.000001,0.415294,93.061,93.414,0.000,1,0.5,42
ENSG00000075884,0.009330,0.014605,0.020900,0.014272,0.030230,0.006744,0.308647,0.468565,49.534,49.383,0.302,1,0.2913,42
ENSG00000075914,0.009194,0.009239,0.009549,0.008247,0.018742,0.004268,0.490537,0.453651,59.684,59.455,0.458,1,0.2493,42
ENSG00000075945,0.000000,0.064832,0.064900,0.064495,0.064900,0.019957,0.000001,0.998947,16.277,16.285,0.000,1,0.5,22
ENSG00000075975,0.030588,0.025342,0.000000,0.023205,0.030588,0.009276,0.999999,0.758638,26.262,24.957,2.609,1,0.05312,23
ENSG00000076003,0.003963,0.006359,0.009519,0.006270,0.013482,0.003003,0.293933,0.458657,66.068,65.920,0.297,1,0.293,42
ENSG00000076108,0.015580,0.013695,0.013289,0.011992,0.028869,0.007088,0.539671,0.426310,43.288,42.640,1.295,1,0.1276,36
ENSG00000076201,0.000000,0.008426,0.019634,0.009486,0.019634,0.004390,0.000001,0.429176,56.751,56.751,0.000,1,0.5,41
ENSG00000076242,0.000000,0.014563,0.026857,0.015639,0.026857,0.005931,0.000001,0.542262,51.772,51.772,0.000,1,0.5,42
ENSG00000076248,0.000000,0.151753,0.140549,0.149767,0.140549,0.051340,0.000001,1.079718,5.498,5.505,0.000,1,0.5,16
ENSG00000076513,0.051421,0.023569,0.004817,0.015234,0.056238,0.013566,0.914348,0.278538,39.044,38.042,2.003,1,0.07849,42
ENSG00000076554,0.000000,0.030494,0.062863,0.031633,0.062863,0.013862,0.000001,0.485081,33.851,33.857,0.000,1,0.5,42
ENSG00000076604,0.000000,0.048918,0.028278,0.049396,0.028278,0.008717,0.000001,1.729897,25.360,25.360,0.000,1,0.5,22
ENSG00000076641,0.022744,0.036501,0.063628,0.037322,0.086372,0.019895,0.263330,0.412848,25.797,25.563,0.469,1,0.2467,39
ENSG00000076685,0.002879,0.006766,0.013052,0.007161,0.015932,0.003568,0.180730,0.420516,60.963,60.855,0.216,1,0.3211,41
ENSG00000076924,0.010586,0.009743,0.017009,0.009428,0.027595,0.006148,0.383614,0.331479,51.524,50.702,1.643,1,0.09998,42
ENSG00000076928,0.001628,0.002844,0.004927,0.002891,0.006555,0.001455,0.248374,0.424982,80.796,80.629,0.334,1,0.2817,42
ENSG00000076984,0.012942,0.058259,0.047495,0.061362,0.060436,0.023709,0.214138,0.961823,10.400,10.363,0.074,1,0.3926,14
ENSG00000077097,0.000000,0.003680,0.008500,0.003890,0.008500,0.001875,0.000001,0.432899,74.906,74.911,0.000,1,0.5,42
ENSG00000077147,0.009414,0.012179,0.017943,0.011784,0.027357,0.006109,0.344103,0.427316,51.634,51.358,0.552,1,0.2287,42
ENSG00000077150,0.005172,0.007769,0.010041,0.007452,0.015213,0.003408,0.339983,0.492375,63.657,63.540,0.234,1,0.3142,42
ENSG00000077152,0.057253,0.136873,0.000000,0.141625,0.057253,0.016339,0.999999,2.473693,14.596,14.440,0.312,1,0.2883,22
ENSG00000077232,0.009191,0.010863,0.016282,0.010529,0.025473,0.005824,0.360803,0.407225,50.449,50.054,0.789,1,0.1872,40
ENSG00000077235,0.002676,0.015735,0.030831,0.017147,0.033507,0.007588,0.079850,0.469102,44.871,44.855,0.032,1,0.4285,40
ENSG00000077312,0.000000,0.003196,0.006334,0.003488,0.006334,0.001399,0.000001,0.504594,81.397,81.397,0.000,1,0.5,42
ENSG00000077348,0.026309,0.053672,0.049064,0.052478,0.075373,0.017892,0.349056,0.697477,26.797,26.772,0.051,1,0.4104,37
ENSG00000077380,0.000819,0.006355,0.013897,0.007037,0.014715,0.003250,0.055624,0.431627,64.114,64.105,0.018,1,0.4469,42
ENSG00000077420,0.015205,0.009204,0.007043,0.007237,0.022248,0.005138,0.683421,0.339045,56.796,55.575,2.442,1,0.05906,42
ENSG00000077454,0.000000,0.014354,0.026854,0.015223,0.026854,0.006000,0.000001,0.534525,50.389,50.389,0.000,1,0.5,41
